b1_b4_b8_b12_b15_id;b1;b4;b8;b12;b15
1142;2;5;12;16;23
1143;2;5;12;16;24
1144;2;5;12;16;25
1145;2;5;12;17;20
1146;2;5;12;17;21
1147;2;5;12;17;22
1148;2;5;12;17;23
1149;2;5;12;17;24
1150;2;5;12;17;25
1151;2;5;12;18;21
1152;2;5;12;18;22
1153;2;5;12;18;23
1154;2;5;12;18;24
1155;2;5;12;18;25
1156;2;5;12;19;22
1157;2;5;12;19;23
1158;2;5;12;19;24
1159;2;5;12;19;25
1160;2;5;12;20;23
1161;2;5;12;20;24
1162;2;5;12;20;25
1163;2;5;12;21;24
1164;2;5;12;21;25
1165;2;5;12;22;25
1166;2;5;13;17;20
1167;2;5;13;17;21
1168;2;5;13;17;22
1169;2;5;13;17;23
1170;2;5;13;17;24
1171;2;5;13;17;25
1172;2;5;13;18;21
1173;2;5;13;18;22
1174;2;5;13;18;23
1175;2;5;13;18;24
1176;2;5;13;18;25
1177;2;5;13;19;22
1178;2;5;13;19;23
1179;2;5;13;19;24
1180;2;5;13;19;25
1181;2;5;13;20;23
1182;2;5;13;20;24
1183;2;5;13;20;25
1184;2;5;13;21;24
1185;2;5;13;21;25
1186;2;5;13;22;25
1187;2;5;14;18;21
1188;2;5;14;18;22
1189;2;5;14;18;23
1190;2;5;14;18;24
1191;2;5;14;18;25
1192;2;5;14;19;22
1193;2;5;14;19;23
1194;2;5;14;19;24
1195;2;5;14;19;25
1196;2;5;14;20;23
1197;2;5;14;20;24
1198;2;5;14;20;25
1199;2;5;14;21;24
1200;2;5;14;21;25
1201;2;5;14;22;25
1202;2;5;15;19;22
1203;2;5;15;19;23
1204;2;5;15;19;24
1205;2;5;15;19;25
1206;2;5;15;20;23
1207;2;5;15;20;24
1208;2;5;15;20;25
1209;2;5;15;21;24
1210;2;5;15;21;25
1211;2;5;15;22;25
1212;2;5;16;20;23
1213;2;5;16;20;24
1214;2;5;16;20;25
1215;2;5;16;21;24
1216;2;5;16;21;25
1217;2;5;16;22;25
1218;2;5;17;21;24
1219;2;5;17;21;25
1220;2;5;17;22;25
1221;2;5;18;22;25
1222;2;6;10;14;17
1223;2;6;10;14;18
1224;2;6;10;14;19
1225;2;6;10;14;20
1226;2;6;10;14;21
1227;2;6;10;14;22
1228;2;6;10;14;23
1229;2;6;10;14;24
1230;2;6;10;14;25
1231;2;6;10;15;18
1232;2;6;10;15;19
1233;2;6;10;15;20
1234;2;6;10;15;21
1235;2;6;10;15;22
1236;2;6;10;15;23
1237;2;6;10;15;24
1238;2;6;10;15;25
1239;2;6;10;16;19
1240;2;6;10;16;20
1241;2;6;10;16;21
1242;2;6;10;16;22
1243;2;6;10;16;23
1244;2;6;10;16;24
1245;2;6;10;16;25
1246;2;6;10;17;20
1247;2;6;10;17;21
1248;2;6;10;17;22
1249;2;6;10;17;23
1250;2;6;10;17;24
1251;2;6;10;17;25
1252;2;6;10;18;21
1253;2;6;10;18;22
1254;2;6;10;18;23
1255;2;6;10;18;24
1256;2;6;10;18;25
1257;2;6;10;19;22
1258;2;6;10;19;23
1259;2;6;10;19;24
1260;2;6;10;19;25
1261;2;6;10;20;23
1262;2;6;10;20;24
1263;2;6;10;20;25
1264;2;6;10;21;24
1265;2;6;10;21;25
1266;2;6;10;22;25
1267;2;6;11;15;18
1268;2;6;11;15;19
1269;2;6;11;15;20
1270;2;6;11;15;21
1271;2;6;11;15;22
1272;2;6;11;15;23
1273;2;6;11;15;24
1274;2;6;11;15;25
1275;2;6;11;16;19
1276;2;6;11;16;20
1277;2;6;11;16;21
1278;2;6;11;16;22
1279;2;6;11;16;23
1280;2;6;11;16;24
1281;2;6;11;16;25
1282;2;6;11;17;20
1283;2;6;11;17;21
1284;2;6;11;17;22
1285;2;6;11;17;23
1286;2;6;11;17;24
1287;2;6;11;17;25
1288;2;6;11;18;21
1289;2;6;11;18;22
1290;2;6;11;18;23
1291;2;6;11;18;24
1292;2;6;11;18;25
1293;2;6;11;19;22
1294;2;6;11;19;23
1295;2;6;11;19;24
1296;2;6;11;19;25
1297;2;6;11;20;23
1298;2;6;11;20;24
1299;2;6;11;20;25
1300;2;6;11;21;24
1301;2;6;11;21;25
1302;2;6;11;22;25
1303;2;6;12;16;19
1304;2;6;12;16;20
1305;2;6;12;16;21
1306;2;6;12;16;22
1307;2;6;12;16;23
1308;2;6;12;16;24
1309;2;6;12;16;25
1310;2;6;12;17;20
1311;2;6;12;17;21
1312;2;6;12;17;22
1313;2;6;12;17;23
1314;2;6;12;17;24
1315;2;6;12;17;25
1316;2;6;12;18;21
1317;2;6;12;18;22
1318;2;6;12;18;23
1319;2;6;12;18;24
1320;2;6;12;18;25
1321;2;6;12;19;22
1322;2;6;12;19;23
1323;2;6;12;19;24
1324;2;6;12;19;25
1325;2;6;12;20;23
1326;2;6;12;20;24
1327;2;6;12;20;25
1328;2;6;12;21;24
1329;2;6;12;21;25
1330;2;6;12;22;25
1331;2;6;13;17;20
1332;2;6;13;17;21
1333;2;6;13;17;22
1334;2;6;13;17;23
1335;2;6;13;17;24
1336;2;6;13;17;25
1337;2;6;13;18;21
1338;2;6;13;18;22
1339;2;6;13;18;23
1340;2;6;13;18;24
1341;2;6;13;18;25
1342;2;6;13;19;22
1343;2;6;13;19;23
1344;2;6;13;19;24
1345;2;6;13;19;25
1346;2;6;13;20;23
1347;2;6;13;20;24
1348;2;6;13;20;25
1349;2;6;13;21;24
1350;2;6;13;21;25
1351;2;6;13;22;25
1352;2;6;14;18;21
1353;2;6;14;18;22
1354;2;6;14;18;23
1355;2;6;14;18;24
1356;2;6;14;18;25
1357;2;6;14;19;22
1358;2;6;14;19;23
1359;2;6;14;19;24
1360;2;6;14;19;25
1361;2;6;14;20;23
1362;2;6;14;20;24
1363;2;6;14;20;25
1364;2;6;14;21;24
1365;2;6;14;21;25
1366;2;6;14;22;25
1367;2;6;15;19;22
1368;2;6;15;19;23
1369;2;6;15;19;24
1370;2;6;15;19;25
1371;2;6;15;20;23
1372;2;6;15;20;24
1373;2;6;15;20;25
1374;2;6;15;21;24
1375;2;6;15;21;25
1376;2;6;15;22;25
1377;2;6;16;20;23
1378;2;6;16;20;24
1379;2;6;16;20;25
1380;2;6;16;21;24
1381;2;6;16;21;25
1382;2;6;16;22;25
1383;2;6;17;21;24
1384;2;6;17;21;25
1385;2;6;17;22;25
1386;2;6;18;22;25
1387;2;7;11;15;18
1388;2;7;11;15;19
1389;2;7;11;15;20
1390;2;7;11;15;21
1391;2;7;11;15;22
1392;2;7;11;15;23
1393;2;7;11;15;24
1394;2;7;11;15;25
1395;2;7;11;16;19
1396;2;7;11;16;20
1397;2;7;11;16;21
1398;2;7;11;16;22
1399;2;7;11;16;23
1400;2;7;11;16;24
1401;2;7;11;16;25
1402;2;7;11;17;20
1403;2;7;11;17;21
1404;2;7;11;17;22
1405;2;7;11;17;23
1406;2;7;11;17;24
1407;2;7;11;17;25
1408;2;7;11;18;21
1409;2;7;11;18;22
1410;2;7;11;18;23
1411;2;7;11;18;24
1412;2;7;11;18;25
1413;2;7;11;19;22
1414;2;7;11;19;23
1415;2;7;11;19;24
1416;2;7;11;19;25
1417;2;7;11;20;23
1418;2;7;11;20;24
1419;2;7;11;20;25
1420;2;7;11;21;24
1421;2;7;11;21;25
1422;2;7;11;22;25
1423;2;7;12;16;19
1424;2;7;12;16;20
1425;2;7;12;16;21
1426;2;7;12;16;22
1427;2;7;12;16;23
1428;2;7;12;16;24
1429;2;7;12;16;25
1430;2;7;12;17;20
1431;2;7;12;17;21
1432;2;7;12;17;22
1433;2;7;12;17;23
1434;2;7;12;17;24
1435;2;7;12;17;25
1436;2;7;12;18;21
1437;2;7;12;18;22
1438;2;7;12;18;23
1439;2;7;12;18;24
1440;2;7;12;18;25
1441;2;7;12;19;22
1442;2;7;12;19;23
1443;2;7;12;19;24
1444;2;7;12;19;25
1445;2;7;12;20;23
1446;2;7;12;20;24
1447;2;7;12;20;25
1448;2;7;12;21;24
1449;2;7;12;21;25
1450;2;7;12;22;25
1451;2;7;13;17;20
1452;2;7;13;17;21
1453;2;7;13;17;22
1454;2;7;13;17;23
1455;2;7;13;17;24
1456;2;7;13;17;25
1457;2;7;13;18;21
1458;2;7;13;18;22
1459;2;7;13;18;23
1460;2;7;13;18;24
1461;2;7;13;18;25
1462;2;7;13;19;22
1463;2;7;13;19;23
1464;2;7;13;19;24
1465;2;7;13;19;25
1466;2;7;13;20;23
1467;2;7;13;20;24
1468;2;7;13;20;25
1469;2;7;13;21;24
1470;2;7;13;21;25
1471;2;7;13;22;25
1472;2;7;14;18;21
1473;2;7;14;18;22
1474;2;7;14;18;23
1475;2;7;14;18;24
1476;2;7;14;18;25
1477;2;7;14;19;22
1478;2;7;14;19;23
1479;2;7;14;19;24
1480;2;7;14;19;25
1481;2;7;14;20;23
1482;2;7;14;20;24
1483;2;7;14;20;25
1484;2;7;14;21;24
1485;2;7;14;21;25
1486;2;7;14;22;25
1487;2;7;15;19;22
1488;2;7;15;19;23
1489;2;7;15;19;24
1490;2;7;15;19;25
1491;2;7;15;20;23
1492;2;7;15;20;24
1493;2;7;15;20;25
1494;2;7;15;21;24
1495;2;7;15;21;25
1496;2;7;15;22;25
1497;2;7;16;20;23
1498;2;7;16;20;24
1499;2;7;16;20;25
1500;2;7;16;21;24
1501;2;7;16;21;25
1502;2;7;16;22;25
1503;2;7;17;21;24
1504;2;7;17;21;25
1505;2;7;17;22;25
1506;2;7;18;22;25
1507;2;8;12;16;19
1508;2;8;12;16;20
1509;2;8;12;16;21
1510;2;8;12;16;22
1511;2;8;12;16;23
1512;2;8;12;16;24
1513;2;8;12;16;25
1514;2;8;12;17;20
1515;2;8;12;17;21
1516;2;8;12;17;22
1517;2;8;12;17;23
1518;2;8;12;17;24
1519;2;8;12;17;25
1520;2;8;12;18;21
1521;2;8;12;18;22
1522;2;8;12;18;23
1523;2;8;12;18;24
1524;2;8;12;18;25
1525;2;8;12;19;22
1526;2;8;12;19;23
1527;2;8;12;19;24
1528;2;8;12;19;25
1529;2;8;12;20;23
1530;2;8;12;20;24
1531;2;8;12;20;25
1532;2;8;12;21;24
1533;2;8;12;21;25
1534;2;8;12;22;25
1535;2;8;13;17;20
1536;2;8;13;17;21
1537;2;8;13;17;22
1538;2;8;13;17;23
1539;2;8;13;17;24
1540;2;8;13;17;25
1541;2;8;13;18;21
1542;2;8;13;18;22
1543;2;8;13;18;23
1544;2;8;13;18;24
1545;2;8;13;18;25
1546;2;8;13;19;22
1547;2;8;13;19;23
1548;2;8;13;19;24
1549;2;8;13;19;25
1550;2;8;13;20;23
1551;2;8;13;20;24
1552;2;8;13;20;25
1553;2;8;13;21;24
1554;2;8;13;21;25
1555;2;8;13;22;25
1556;2;8;14;18;21
1557;2;8;14;18;22
1558;2;8;14;18;23
1559;2;8;14;18;24
1560;2;8;14;18;25
1561;2;8;14;19;22
1562;2;8;14;19;23
1563;2;8;14;19;24
1564;2;8;14;19;25
1565;2;8;14;20;23
1566;2;8;14;20;24
1567;2;8;14;20;25
1568;2;8;14;21;24
1569;2;8;14;21;25
1570;2;8;14;22;25
1571;2;8;15;19;22
1572;2;8;15;19;23
1573;2;8;15;19;24
1574;2;8;15;19;25
1575;2;8;15;20;23
1576;2;8;15;20;24
1577;2;8;15;20;25
1578;2;8;15;21;24
1579;2;8;15;21;25
1580;2;8;15;22;25
1581;2;8;16;20;23
1582;2;8;16;20;24
1583;2;8;16;20;25
1584;2;8;16;21;24
1585;2;8;16;21;25
1586;2;8;16;22;25
1587;2;8;17;21;24
1588;2;8;17;21;25
1589;2;8;17;22;25
1590;2;8;18;22;25
1591;2;9;13;17;20
1592;2;9;13;17;21
1593;2;9;13;17;22
1594;2;9;13;17;23
1595;2;9;13;17;24
1596;2;9;13;17;25
1597;2;9;13;18;21
1598;2;9;13;18;22
1599;2;9;13;18;23
1600;2;9;13;18;24
1601;2;9;13;18;25
1602;2;9;13;19;22
1603;2;9;13;19;23
1604;2;9;13;19;24
1605;2;9;13;19;25
1606;2;9;13;20;23
1607;2;9;13;20;24
1608;2;9;13;20;25
1609;2;9;13;21;24
1610;2;9;13;21;25
1611;2;9;13;22;25
1612;2;9;14;18;21
1613;2;9;14;18;22
1614;2;9;14;18;23
1615;2;9;14;18;24
1616;2;9;14;18;25
1617;2;9;14;19;22
1618;2;9;14;19;23
1619;2;9;14;19;24
1620;2;9;14;19;25
1621;2;9;14;20;23
1622;2;9;14;20;24
1623;2;9;14;20;25
1624;2;9;14;21;24
1625;2;9;14;21;25
1626;2;9;14;22;25
1627;2;9;15;19;22
1628;2;9;15;19;23
1629;2;9;15;19;24
1630;2;9;15;19;25
1631;2;9;15;20;23
1632;2;9;15;20;24
1633;2;9;15;20;25
1634;2;9;15;21;24
1635;2;9;15;21;25
1636;2;9;15;22;25
1637;2;9;16;20;23
1638;2;9;16;20;24
1639;2;9;16;20;25
1640;2;9;16;21;24
1641;2;9;16;21;25
1642;2;9;16;22;25
1643;2;9;17;21;24
1644;2;9;17;21;25
1645;2;9;17;22;25
1646;2;9;18;22;25
1647;2;10;14;18;21
1648;2;10;14;18;22
1649;2;10;14;18;23
1650;2;10;14;18;24
1651;2;10;14;18;25
1652;2;10;14;19;22
1653;2;10;14;19;23
1654;2;10;14;19;24
1655;2;10;14;19;25
1656;2;10;14;20;23
1657;2;10;14;20;24
1658;2;10;14;20;25
1659;2;10;14;21;24
1660;2;10;14;21;25
1661;2;10;14;22;25
1662;2;10;15;19;22
1663;2;10;15;19;23
1664;2;10;15;19;24
1665;2;10;15;19;25
1666;2;10;15;20;23
1667;2;10;15;20;24
1668;2;10;15;20;25
1669;2;10;15;21;24
1670;2;10;15;21;25
1671;2;10;15;22;25
1672;2;10;16;20;23
1673;2;10;16;20;24
1674;2;10;16;20;25
1675;2;10;16;21;24
1676;2;10;16;21;25
1677;2;10;16;22;25
1678;2;10;17;21;24
1679;2;10;17;21;25
1680;2;10;17;22;25
1681;2;10;18;22;25
1682;2;11;15;19;22
1683;2;11;15;19;23
1684;2;11;15;19;24
1685;2;11;15;19;25
1686;2;11;15;20;23
1687;2;11;15;20;24
1688;2;11;15;20;25
1689;2;11;15;21;24
1690;2;11;15;21;25
1691;2;11;15;22;25
1692;2;11;16;20;23
1693;2;11;16;20;24
1694;2;11;16;20;25
1695;2;11;16;21;24
1696;2;11;16;21;25
1697;2;11;16;22;25
1698;2;11;17;21;24
1699;2;11;17;21;25
1700;2;11;17;22;25
1701;2;11;18;22;25
1702;2;12;16;20;23
1703;2;12;16;20;24
1704;2;12;16;20;25
1705;2;12;16;21;24
1706;2;12;16;21;25
1707;2;12;16;22;25
1708;2;12;17;21;24
1709;2;12;17;21;25
1710;2;12;17;22;25
1711;2;12;18;22;25
1712;2;13;17;21;24
1713;2;13;17;21;25
1714;2;13;17;22;25
1715;2;13;18;22;25
1716;2;14;18;22;25
1717;3;6;10;14;17
1718;3;6;10;14;18
1719;3;6;10;14;19
1720;3;6;10;14;20
1721;3;6;10;14;21
1722;3;6;10;14;22
1723;3;6;10;14;23
1724;3;6;10;14;24
1725;3;6;10;14;25
1726;3;6;10;15;18
1727;3;6;10;15;19
1728;3;6;10;15;20
1729;3;6;10;15;21
1730;3;6;10;15;22
1731;3;6;10;15;23
1732;3;6;10;15;24
1733;3;6;10;15;25
1734;3;6;10;16;19
1735;3;6;10;16;20
1736;3;6;10;16;21
1737;3;6;10;16;22
1738;3;6;10;16;23
1739;3;6;10;16;24
1740;3;6;10;16;25
1741;3;6;10;17;20
1742;3;6;10;17;21
1743;3;6;10;17;22
1744;3;6;10;17;23
1745;3;6;10;17;24
1746;3;6;10;17;25
1747;3;6;10;18;21
1748;3;6;10;18;22
1749;3;6;10;18;23
1750;3;6;10;18;24
1751;3;6;10;18;25
1752;3;6;10;19;22
1753;3;6;10;19;23
1754;3;6;10;19;24
1755;3;6;10;19;25
1756;3;6;10;20;23
1757;3;6;10;20;24
1758;3;6;10;20;25
1759;3;6;10;21;24
1760;3;6;10;21;25
1761;3;6;10;22;25
1762;3;6;11;15;18
1763;3;6;11;15;19
1764;3;6;11;15;20
1765;3;6;11;15;21
1766;3;6;11;15;22
1767;3;6;11;15;23
1768;3;6;11;15;24
1769;3;6;11;15;25
1770;3;6;11;16;19
1771;3;6;11;16;20
1772;3;6;11;16;21
1773;3;6;11;16;22
1774;3;6;11;16;23
1775;3;6;11;16;24
1776;3;6;11;16;25
1777;3;6;11;17;20
1778;3;6;11;17;21
1779;3;6;11;17;22
1780;3;6;11;17;23
1781;3;6;11;17;24
1782;3;6;11;17;25
1783;3;6;11;18;21
1784;3;6;11;18;22
1785;3;6;11;18;23
1786;3;6;11;18;24
1787;3;6;11;18;25
1788;3;6;11;19;22
1789;3;6;11;19;23
1790;3;6;11;19;24
1791;3;6;11;19;25
1792;3;6;11;20;23
1793;3;6;11;20;24
1794;3;6;11;20;25
1795;3;6;11;21;24
1796;3;6;11;21;25
1797;3;6;11;22;25
1798;3;6;12;16;19
1799;3;6;12;16;20
1800;3;6;12;16;21
1801;3;6;12;16;22
1802;3;6;12;16;23
1803;3;6;12;16;24
1804;3;6;12;16;25
1805;3;6;12;17;20
1806;3;6;12;17;21
1807;3;6;12;17;22
1808;3;6;12;17;23
1809;3;6;12;17;24
1810;3;6;12;17;25
1811;3;6;12;18;21
1812;3;6;12;18;22
1813;3;6;12;18;23
1814;3;6;12;18;24
1815;3;6;12;18;25
1816;3;6;12;19;22
1817;3;6;12;19;23
1818;3;6;12;19;24
1819;3;6;12;19;25
1820;3;6;12;20;23
1821;3;6;12;20;24
1822;3;6;12;20;25
1823;3;6;12;21;24
1824;3;6;12;21;25
1825;3;6;12;22;25
1826;3;6;13;17;20
1827;3;6;13;17;21
1828;3;6;13;17;22
1829;3;6;13;17;23
1830;3;6;13;17;24
1831;3;6;13;17;25
1832;3;6;13;18;21
1833;3;6;13;18;22
1834;3;6;13;18;23
1835;3;6;13;18;24
1836;3;6;13;18;25
1837;3;6;13;19;22
1838;3;6;13;19;23
1839;3;6;13;19;24
1840;3;6;13;19;25
1841;3;6;13;20;23
1842;3;6;13;20;24
1843;3;6;13;20;25
1844;3;6;13;21;24
1845;3;6;13;21;25
1846;3;6;13;22;25
1847;3;6;14;18;21
1848;3;6;14;18;22
1849;3;6;14;18;23
1850;3;6;14;18;24
1851;3;6;14;18;25
1852;3;6;14;19;22
1853;3;6;14;19;23
1854;3;6;14;19;24
1855;3;6;14;19;25
1856;3;6;14;20;23
1857;3;6;14;20;24
1858;3;6;14;20;25
1859;3;6;14;21;24
1860;3;6;14;21;25
1861;3;6;14;22;25
1862;3;6;15;19;22
1863;3;6;15;19;23
1864;3;6;15;19;24
1865;3;6;15;19;25
1866;3;6;15;20;23
1867;3;6;15;20;24
1868;3;6;15;20;25
1869;3;6;15;21;24
1870;3;6;15;21;25
1871;3;6;15;22;25
1872;3;6;16;20;23
1873;3;6;16;20;24
1874;3;6;16;20;25
1875;3;6;16;21;24
1876;3;6;16;21;25
1877;3;6;16;22;25
1878;3;6;17;21;24
1879;3;6;17;21;25
1880;3;6;17;22;25
1881;3;6;18;22;25
1882;3;7;11;15;18
1883;3;7;11;15;19
1884;3;7;11;15;20
1885;3;7;11;15;21
1886;3;7;11;15;22
1887;3;7;11;15;23
1888;3;7;11;15;24
1889;3;7;11;15;25
1890;3;7;11;16;19
1891;3;7;11;16;20
1892;3;7;11;16;21
1893;3;7;11;16;22
1894;3;7;11;16;23
1895;3;7;11;16;24
1896;3;7;11;16;25
1897;3;7;11;17;20
1898;3;7;11;17;21
1899;3;7;11;17;22
1900;3;7;11;17;23
1901;3;7;11;17;24
1902;3;7;11;17;25
1903;3;7;11;18;21
1904;3;7;11;18;22
1905;3;7;11;18;23
1906;3;7;11;18;24
1907;3;7;11;18;25
1908;3;7;11;19;22
1909;3;7;11;19;23
1910;3;7;11;19;24
1911;3;7;11;19;25
1912;3;7;11;20;23
1913;3;7;11;20;24
1914;3;7;11;20;25
1915;3;7;11;21;24
1916;3;7;11;21;25
1917;3;7;11;22;25
1918;3;7;12;16;19
1919;3;7;12;16;20
1920;3;7;12;16;21
1921;3;7;12;16;22
1922;3;7;12;16;23
1923;3;7;12;16;24
1924;3;7;12;16;25
1925;3;7;12;17;20
1926;3;7;12;17;21
1927;3;7;12;17;22
1928;3;7;12;17;23
1929;3;7;12;17;24
1930;3;7;12;17;25
1931;3;7;12;18;21
1932;3;7;12;18;22
1933;3;7;12;18;23
1934;3;7;12;18;24
1935;3;7;12;18;25
1936;3;7;12;19;22
1937;3;7;12;19;23
1938;3;7;12;19;24
1939;3;7;12;19;25
1940;3;7;12;20;23
1941;3;7;12;20;24
1942;3;7;12;20;25
1943;3;7;12;21;24
1944;3;7;12;21;25
1945;3;7;12;22;25
1946;3;7;13;17;20
1947;3;7;13;17;21
1948;3;7;13;17;22
1949;3;7;13;17;23
1950;3;7;13;17;24
1951;3;7;13;17;25
1952;3;7;13;18;21
1953;3;7;13;18;22
1954;3;7;13;18;23
1955;3;7;13;18;24
1956;3;7;13;18;25
1957;3;7;13;19;22
1958;3;7;13;19;23
1959;3;7;13;19;24
1960;3;7;13;19;25
1961;3;7;13;20;23
1962;3;7;13;20;24
1963;3;7;13;20;25
1964;3;7;13;21;24
1965;3;7;13;21;25
1966;3;7;13;22;25
1967;3;7;14;18;21
1968;3;7;14;18;22
1969;3;7;14;18;23
1970;3;7;14;18;24
1971;3;7;14;18;25
1972;3;7;14;19;22
1973;3;7;14;19;23
1974;3;7;14;19;24
1975;3;7;14;19;25
1976;3;7;14;20;23
1977;3;7;14;20;24
1978;3;7;14;20;25
1979;3;7;14;21;24
1980;3;7;14;21;25
1981;3;7;14;22;25
1982;3;7;15;19;22
1983;3;7;15;19;23
1984;3;7;15;19;24
1985;3;7;15;19;25
1986;3;7;15;20;23
1987;3;7;15;20;24
1988;3;7;15;20;25
1989;3;7;15;21;24
1990;3;7;15;21;25
1991;3;7;15;22;25
1992;3;7;16;20;23
1993;3;7;16;20;24
1994;3;7;16;20;25
1995;3;7;16;21;24
1996;3;7;16;21;25
1997;3;7;16;22;25
1998;3;7;17;21;24
1999;3;7;17;21;25
2000;3;7;17;22;25
2001;3;7;18;22;25
2002;3;8;12;16;19
2003;3;8;12;16;20
2004;3;8;12;16;21
2005;3;8;12;16;22
2006;3;8;12;16;23
2007;3;8;12;16;24
2008;3;8;12;16;25
2009;3;8;12;17;20
2010;3;8;12;17;21
2011;3;8;12;17;22
2012;3;8;12;17;23
2013;3;8;12;17;24
2014;3;8;12;17;25
2015;3;8;12;18;21
2016;3;8;12;18;22
2017;3;8;12;18;23
2018;3;8;12;18;24
2019;3;8;12;18;25
2020;3;8;12;19;22
2021;3;8;12;19;23
2022;3;8;12;19;24
2023;3;8;12;19;25
2024;3;8;12;20;23
2025;3;8;12;20;24
2026;3;8;12;20;25
2027;3;8;12;21;24
2028;3;8;12;21;25
2029;3;8;12;22;25
2030;3;8;13;17;20
2031;3;8;13;17;21
2032;3;8;13;17;22
2033;3;8;13;17;23
2034;3;8;13;17;24
2035;3;8;13;17;25
2036;3;8;13;18;21
2037;3;8;13;18;22
2038;3;8;13;18;23
2039;3;8;13;18;24
2040;3;8;13;18;25
2041;3;8;13;19;22
2042;3;8;13;19;23
2043;3;8;13;19;24
2044;3;8;13;19;25
2045;3;8;13;20;23
2046;3;8;13;20;24
2047;3;8;13;20;25
2048;3;8;13;21;24
2049;3;8;13;21;25
2050;3;8;13;22;25
2051;3;8;14;18;21
2052;3;8;14;18;22
2053;3;8;14;18;23
2054;3;8;14;18;24
2055;3;8;14;18;25
2056;3;8;14;19;22
2057;3;8;14;19;23
2058;3;8;14;19;24
2059;3;8;14;19;25
2060;3;8;14;20;23
2061;3;8;14;20;24
2062;3;8;14;20;25
2063;3;8;14;21;24
2064;3;8;14;21;25
2065;3;8;14;22;25
2066;3;8;15;19;22
2067;3;8;15;19;23
2068;3;8;15;19;24
2069;3;8;15;19;25
2070;3;8;15;20;23
2071;3;8;15;20;24
2072;3;8;15;20;25
2073;3;8;15;21;24
2074;3;8;15;21;25
2075;3;8;15;22;25
2076;3;8;16;20;23
2077;3;8;16;20;24
2078;3;8;16;20;25
2079;3;8;16;21;24
2080;3;8;16;21;25
2081;3;8;16;22;25
2082;3;8;17;21;24
2083;3;8;17;21;25
2084;3;8;17;22;25
2085;3;8;18;22;25
2086;3;9;13;17;20
2087;3;9;13;17;21
2088;3;9;13;17;22
2089;3;9;13;17;23
2090;3;9;13;17;24
2091;3;9;13;17;25
2092;3;9;13;18;21
2093;3;9;13;18;22
2094;3;9;13;18;23
2095;3;9;13;18;24
2096;3;9;13;18;25
2097;3;9;13;19;22
2098;3;9;13;19;23
2099;3;9;13;19;24
2100;3;9;13;19;25
2101;3;9;13;20;23
2102;3;9;13;20;24
2103;3;9;13;20;25
2104;3;9;13;21;24
2105;3;9;13;21;25
2106;3;9;13;22;25
2107;3;9;14;18;21
2108;3;9;14;18;22
2109;3;9;14;18;23
2110;3;9;14;18;24
2111;3;9;14;18;25
2112;3;9;14;19;22
2113;3;9;14;19;23
2114;3;9;14;19;24
2115;3;9;14;19;25
2116;3;9;14;20;23
2117;3;9;14;20;24
2118;3;9;14;20;25
2119;3;9;14;21;24
2120;3;9;14;21;25
2121;3;9;14;22;25
2122;3;9;15;19;22
2123;3;9;15;19;23
2124;3;9;15;19;24
2125;3;9;15;19;25
2126;3;9;15;20;23
2127;3;9;15;20;24
2128;3;9;15;20;25
2129;3;9;15;21;24
2130;3;9;15;21;25
2131;3;9;15;22;25
2132;3;9;16;20;23
2133;3;9;16;20;24
2134;3;9;16;20;25
2135;3;9;16;21;24
2136;3;9;16;21;25
2137;3;9;16;22;25
2138;3;9;17;21;24
2139;3;9;17;21;25
2140;3;9;17;22;25
2141;3;9;18;22;25
2142;3;10;14;18;21
2143;3;10;14;18;22
2144;3;10;14;18;23
2145;3;10;14;18;24
2146;3;10;14;18;25
2147;3;10;14;19;22
2148;3;10;14;19;23
2149;3;10;14;19;24
2150;3;10;14;19;25
2151;3;10;14;20;23
2152;3;10;14;20;24
2153;3;10;14;20;25
2154;3;10;14;21;24
2155;3;10;14;21;25
2156;3;10;14;22;25
2157;3;10;15;19;22
2158;3;10;15;19;23
2159;3;10;15;19;24
2160;3;10;15;19;25
2161;3;10;15;20;23
2162;3;10;15;20;24
2163;3;10;15;20;25
2164;3;10;15;21;24
2165;3;10;15;21;25
2166;3;10;15;22;25
2167;3;10;16;20;23
2168;3;10;16;20;24
2169;3;10;16;20;25
2170;3;10;16;21;24
2171;3;10;16;21;25
2172;3;10;16;22;25
2173;3;10;17;21;24
2174;3;10;17;21;25
2175;3;10;17;22;25
2176;3;10;18;22;25
2177;3;11;15;19;22
2178;3;11;15;19;23
2179;3;11;15;19;24
2180;3;11;15;19;25
2181;3;11;15;20;23
2182;3;11;15;20;24
2183;3;11;15;20;25
2184;3;11;15;21;24
2185;3;11;15;21;25
2186;3;11;15;22;25
2187;3;11;16;20;23
2188;3;11;16;20;24
2189;3;11;16;20;25
2190;3;11;16;21;24
2191;3;11;16;21;25
2192;3;11;16;22;25
2193;3;11;17;21;24
2194;3;11;17;21;25
2195;3;11;17;22;25
2196;3;11;18;22;25
2197;3;12;16;20;23
2198;3;12;16;20;24
2199;3;12;16;20;25
2200;3;12;16;21;24
2201;3;12;16;21;25
2202;3;12;16;22;25
2203;3;12;17;21;24
2204;3;12;17;21;25
2205;3;12;17;22;25
2206;3;12;18;22;25
2207;3;13;17;21;24
2208;3;13;17;21;25
2209;3;13;17;22;25
2210;3;13;18;22;25
2211;3;14;18;22;25
2212;4;7;11;15;18
2213;4;7;11;15;19
2214;4;7;11;15;20
2215;4;7;11;15;21
